time	glut_med1_r	glut_med2_r	glut_med3_r	bifemlh_r	bifemsh_r	sar_r	add_mag2_r	tfl_r	pect_r	grac_r	glut_max1_r	glut_max2_r	glut_max3_r	iliacus_r	psoas_r	quad_fem_r	gem_r	peri_r	rect_fem_r	vas_int_r	med_gas_r	soleus_r	tib_post_r	tib_ant_r	glut_med1_l	glut_med2_l	glut_med3_l	bifemlh_l	bifemsh_l	sar_l	add_mag2_l	tfl_l	pect_l	grac_l	glut_max1_l	glut_max2_l	glut_max3_l	iliacus_l	psoas_l	quad_fem_l	gem_l	peri_l	rect_fem_l	vas_int_l	med_gas_l	soleus_l	tib_post_l	tib_ant_l	ercspn_r	ercspn_l	intobl_r	intobl_l	extobl_r	extobl_l	FX	FY	FZ	MX	MY	MZ	hip_flexion_r_reserve	hip_adduction_r_reserve	hip_rotation_r_reserve	knee_angle_r_reserve	ankle_angle_r_reserve	subtalar_angle_r_reserve	mtp_angle_r_reserve	hip_flexion_l_reserve	hip_adduction_l_reserve	hip_rotation_l_reserve	knee_angle_l_reserve	ankle_angle_l_reserve	subtalar_angle_l_reserve	mtp_angle_l_reserve	lumbar_extension_reserve	lumbar_bending_reserve	lumbar_rotation_reserve
0.984717118	343.1103288	227.2479465	192.2040979	84.18084435	85.55160424	10.512782	25.79176776	43.96114617	6.570008275	3.724908263	24.57424863	21.59273684	3.613631359	73.62684526	77.29898209	10.74433919	4.960668057	23.42944906	82.2046963	166.1922496	1098.752867	340.3575174	482.9485973	173.0819658	91.19473887	100.6773824	177.2375293	97.66645722	75.82981628	15.42900134	69.4551448	21.3967258	5.644580593	7.189839652	12.59630587	19.42130695	15.54020426	167.1145607	179.5091412	13.73896503	3.93932088	47.63411983	108.0359526	26.68857959	67.15948392	99.21126918	146.5142635	227.9682094	322.6421103	604.6485535	25.21698228	54.23773535	14.7798252	18.98606234	0.18124471	-9.351521496	-1.283499023	5.213187835	4.181466835	0.977350856	0.000248233	-0.010016643	0.000212547	-0.004538514	-0.00028783	0.002214707	0.036347495	0.006550803	-0.006137547	-0.003327257	-0.003405764	1.975536357	-6.481640158	0.047035777	0.002057752	-0.001297305	0.002126318
0.992839874	343.2771187	221.4046044	186.6710231	76.58211073	87.74337976	9.976611145	25.21780089	40.74353614	6.536745637	3.663756952	22.63868941	20.02372951	3.46888086	74.39435488	77.2361821	10.50097989	4.849144061	22.23759133	81.01837151	156.5445714	1167.665916	372.1207125	508.5340672	173.9461259	87.70973505	105.2240642	185.7646178	96.95562113	79.21823133	16.02952797	71.29831732	19.30099	5.838680598	7.04023271	12.34169329	19.05714913	15.38512693	169.3167941	182.6614052	11.97297506	3.000388797	45.41171069	107.5517604	22.61027616	67.8938772	94.60708557	144.5914243	228.1578287	337.6954823	608.2532987	24.57738994	54.6402786	14.24627142	19.14120207	0.174210321	-10.19290633	-1.083569105	6.57552598	4.656859765	2.173128333	0.000850485	-0.010054333	-0.000435627	-0.004958004	-0.00015736	0.002516524	0.036745332	0.006480207	-0.00650883	-0.003850485	-0.003557126	1.946016534	-6.443642536	0.050725118	0.001965693	-0.001413347	0.002232013
1.000717513	347.4202195	218.7927126	180.6684306	70.08778343	87.66824027	9.807576562	24.25475973	38.17475592	6.491932736	3.613137937	20.31375518	18.1593454	3.260330207	78.83249124	84.80397462	10.14786334	4.695540032	21.60875858	77.47790103	145.1358403	1207.30435	384.5145747	532.0334984	186.2588331	82.73234044	106.7230535	188.9669834	96.40407434	82.37594772	16.46915835	72.03321188	18.29627925	6.120902156	6.90110612	11.97280491	18.54802905	15.20714988	172.2471675	186.0268532	10.5305103	2.382841379	40.26663959	105.7032914	19.67250017	68.63559962	90.83193793	142.4868324	223.2696412	349.4742109	612.4932925	23.45987158	55.27400388	13.56651646	19.47195266	0.281541525	-10.95006061	-0.766250148	7.412028794	4.887159509	3.699692234	0.0014513	-0.009909274	-0.000754139	-0.005066599	0.000169701	0.002059177	0.037289927	0.006935142	-0.006679716	-0.004379997	-0.003323027	1.87334829	-6.404512959	0.054327014	0.002304734	-0.001254378	0.002257984
1.01006471	331.3477439	201.7218013	166.3792381	63.36392063	95.48817185	9.391542398	23.6762868	35.5923788	6.453883192	3.555070831	17.89242512	16.27624711	3.116226447	79.12525875	87.54474538	9.834200041	4.501735758	20.85780291	72.642297	134.9855914	1231.301796	408.7783201	547.1676634	177.2091268	76.75763659	109.5045841	190.9683676	95.89502273	83.40248309	16.92793972	71.43551512	18.08159994	6.420853993	6.73056749	11.43036816	17.77085126	14.89206438	176.4603971	191.4528599	8.656866531	2.309874649	33.12179953	103.6580162	16.52631701	69.39632505	83.97328649	139.7019341	220.724462	359.5741758	607.5469206	22.22979364	54.31218415	13.02522221	19.99221043	0.595818771	-11.6880389	-2.35439188	9.606537407	4.633881305	5.725737163	0.001718035	-0.0089534	-0.00085061	-0.005010257	-0.000717795	0.000334798	0.038461502	0.006667411	-0.007285195	-0.005315721	-0.003224942	1.9123976	-6.322381932	0.058817288	0.002030954	-0.000343099	-0.001013157
1.019305041	348.984501	211.3709566	176.4250212	57.92021656	108.2429571	9.411035302	22.50074356	33.56970062	6.362695959	3.478196713	16.21204644	14.83921242	2.938083688	87.8724155	99.38527759	9.40337753	4.358157236	20.96951509	67.83571357	124.7488596	1252.760429	413.8913541	550.4087462	167.4471784	71.17254148	105.1437704	183.2719564	95.57252054	82.57656719	18.01765273	71.1257721	18.37626791	6.845262914	6.578140065	10.70638338	16.79394736	14.62055702	180.6635182	198.4358051	7.468953661	2.391095656	27.1153874	101.4343315	13.88331604	70.26430697	77.84935802	136.6009868	213.5733568	355.4652234	607.0016244	19.99137909	54.93761906	12.43844113	21.26307297	0.681595722	-11.01554256	-0.638743343	7.739219718	3.451789347	6.540613606	0.001781693	-0.008986848	-0.000873954	-0.006507006	-0.015883238	-0.291704605	0.039543292	0.006548815	-0.007795147	-0.006447753	-0.003123967	1.844812011	-6.230569601	0.063349511	0.002138372	-0.000968761	0.001682676
1.02825796	342.9640395	203.1313228	167.5604511	65.11302557	104.678879	8.918326078	22.03248081	31.92024701	6.355003682	3.453510597	15.41155518	13.53956192	2.801651001	85.93963906	96.42040753	9.339573489	4.281988364	21.28375662	63.64516579	115.6975794	1304.299759	406.9303638	551.3320297	155.1100287	66.9814022	102.6791625	173.2465768	95.29398215	81.90888972	18.93486155	69.42334145	18.90577946	7.263780351	6.425454063	9.832416158	15.50677556	14.05582451	187.3826345	206.9390095	6.161110993	2.212305379	22.96235976	100.3873781	11.49683164	70.88535979	69.37505622	133.2652345	209.6139219	363.9788807	601.210713	18.29758035	54.38783362	12.05133067	22.44055244	0.891850817	-10.48121728	-1.785400712	8.510214135	2.282071922	6.994175921	0.000739095	-0.007841443	-0.00048045	-0.005733798	-0.003262667	-0.05277134	0.040818182	0.006527014	-0.008181611	-0.006606499	-0.002869761	1.858631193	-6.104269918	0.067818771	0.00207965	1.84034E-05	-0.001467089
1.036674342	339.6059404	198.2470371	158.4515123	74.72999312	95.53932813	8.491275882	21.20403354	30.67345169	6.249495471	3.395807182	14.96995703	12.68319541	2.691707114	83.6582024	91.20265012	9.015228004	4.22720646	21.62352088	59.99161248	107.8424728	1350.884044	388.047882	543.8145567	155.5902201	63.08883952	96.33411165	159.7873764	95.21324137	80.38202009	19.19493259	68.69122152	19.20993264	7.770502292	6.302281615	8.934635232	14.25514678	13.71099464	192.681357	213.3236841	5.588118681	2.042921201	20.02171787	98.32207039	9.695574277	71.69486022	63.00243199	129.8591586	201.6783623	357.4900531	600.0400396	16.324785	56.30999057	11.76412153	24.15304861	1.078166691	-9.58391095	-1.776541895	8.207466129	1.19621936	6.955078641	0.001032721	-0.007877074	-0.000414958	-0.005587111	-0.000155152	0.00234071	0.041899674	0.006517543	-0.008300564	-0.006439317	-0.002759541	1.825014408	-5.968429436	0.072151233	0.001919798	-0.000631413	0.000630044
1.044906812	354.7765246	197.0089252	154.0073561	77.23750852	91.71571728	8.1228508	20.65550364	29.66463532	6.210074159	3.358549089	14.01472264	11.89199749	2.602768526	81.80053065	86.8609887	9.079528078	4.275802826	22.21515985	56.84048673	101.3422981	1420.728529	381.4488708	535.7821154	158.3091217	59.9361374	88.33823313	145.7796564	95.12850636	78.06678519	19.2921419	67.30608388	19.19190057	7.896048007	6.182526379	8.081041297	12.89014194	13.18575101	196.9268768	217.3535963	4.990502455	1.874039473	17.66070238	94.16257931	8.040590602	72.03358176	56.30184012	126.2053468	196.4816235	354.1735124	598.7391036	15.36202717	59.58257368	11.55491536	25.56111321	1.203694343	-8.66077416	-1.617436195	7.462825102	0.211559355	6.826509744	0.000822015	-0.00767341	-0.00027583	-0.005479573	-6.8788E-05	0.002414061	0.042723146	0.006591877	-0.008038686	-0.00623407	-0.002374546	1.78663812	-5.831656087	0.076334563	0.002047057	-0.00044161	-0.000220001
1.045954306	354.9126556	196.4208736	152.914899	77.29453961	91.92494143	8.07396792	20.60206305	29.54956888	6.205974903	3.357069153	13.88984709	11.79257491	2.590448174	81.55236202	86.30180805	9.106937466	4.292454204	22.29961169	56.4614758	100.4923657	1428.030126	379.8788858	534.5587128	158.605216	59.55365885	87.53254635	143.7174983	95.11903304	77.76135752	19.27297573	67.1012806	19.16337658	7.900062992	6.167971501	7.995703182	12.721661	13.09674394	197.6928079	217.776751	4.923496164	1.846756155	17.38076561	93.57936804	7.844836888	95.89181454	55.37115321	125.7408079	196.5258663	353.9663176	598.9842525	15.38188162	59.96512807	11.52197525	25.669018	1.215246348	-8.548297256	-1.613038433	7.356516251	0.092606733	6.812024316	0.000722298	-0.007600383	-0.000244226	-0.005452343	-7.21105E-05	0.00242174	0.042810682	0.006608464	-0.007977939	-0.006209689	-0.002298549	1.78244563	-5.81422836	0.076859401	0.002089728	-0.000308763	-0.000699767
1.049256503	354.1290363	194.7857235	149.5449816	77.24999002	92.69126847	7.922031789	20.42585972	29.20627714	6.185758979	3.351666158	13.52510261	11.50589547	2.556441188	80.79009864	84.58027083	9.172224979	4.350176884	22.59410937	55.28517335	97.83552184	1445.778775	372.8195806	530.1866108	160.4003476	58.35741648	85.50716124	137.5141271	95.10635579	76.71475909	19.17951866	66.50257351	19.03072174	7.894621559	6.122311854	7.767458923	12.28412936	12.82478616	200.1169801	218.8925994	4.755079121	1.768429474	16.54392001	91.65410999	7.266479855	72.93192809	52.19216485	124.2179119	197.8017613	352.2248984	599.4797471	15.41390482	61.14910988	11.42849231	25.9860007	1.251663728	-8.193716867	-1.599174607	7.02138048	-0.282388182	6.766359397	0.000407945	-0.00737017	-0.000144597	-0.005366501	-8.25849E-05	0.002445946	0.043086636	0.006660755	-0.007786436	-0.006132829	-0.002058969	1.76922892	-5.759287923	0.07851394	0.002224249	0.000110034	-0.002212217
1.058133848	353.5094774	192.2818099	146.0211387	79.24782286	100.5368651	7.604276376	19.99293695	28.41812581	6.110394191	3.321128506	12.80887398	10.88497726	2.503332159	81.09351276	85.75456735	9.280588959	4.504173743	23.77176827	52.39620158	92.06075795	1486.31464	356.9461193	513.0956605	155.4428197	55.53817277	80.74487418	121.3227669	95.10760895	74.38590737	18.52390283	65.04711244	18.54123048	7.794212964	6.004614662	7.367396567	11.56264117	12.17509925	203.5100879	221.1098858	4.476279084	1.640819776	14.44858198	85.76893946	5.965195327	73.7945544	47.50367139	120.3457905	191.3627482	340.167553	595.6962639	14.83890202	63.99784707	11.31437421	26.82963865	1.545641818	-6.978457163	-2.136323251	6.368162216	-1.40474	6.506145146	0.001016993	-0.007698733	-0.000422857	-0.006959244	-0.001990245	-0.024304437	0.043411511	0.005920122	-0.007790634	-0.004861293	-0.002012065	1.67568438	-5.622812044	0.082692946	0.001952882	-0.000499286	0.001638507
1.066301379	362.0981577	197.6666011	150.3853902	81.23435171	109.1804563	7.482738074	19.63539655	27.85298019	6.038763596	3.294653611	12.24407921	10.38600891	2.457495107	92.23011427	98.84233541	9.407077915	4.636544223	25.7044798	50.05926064	87.66840133	1528.942741	340.107341	487.6455932	140.6367378	53.55023296	74.49456831	106.0266696	95.13344772	72.41046234	17.2566963	63.60198169	17.84501161	7.64787122	5.903448057	7.537672684	11.17590477	11.58026399	198.1541749	220.4669355	4.443644571	1.611545637	12.71608106	75.90554963	4.938965457	74.2495235	43.36188729	116.9736022	186.7432319	327.2944515	592.0321125	13.95615556	67.36781624	11.2759716	27.35348706	1.519809734	-5.433830975	-1.770837306	4.387256402	-2.377511301	5.511507539	0.001539081	-0.007981997	-0.000385181	-0.007508539	-0.005448327	-0.090480792	0.0431918	0.00262901	-0.004243722	-0.002858119	-0.00209349	1.666027216	-5.484347139	0.086443848	0.0018869	-0.000656893	0.003053906
1.073221748	372.5564819	204.889332	157.3438536	80.31425514	113.7540298	7.465073919	19.41251855	27.47726756	6.009658276	3.283891205	11.73811695	9.988101168	2.418888542	100.9300427	111.2574495	9.618236534	4.7595909	28.19554834	48.26872852	84.2173174	1561.956805	319.5419196	462.2313738	134.871189	52.44464528	67.2020244	92.75276855	95.11037566	72.22249335	15.97122857	63.96448195	16.83800494	7.563201074	5.857410708	7.70262991	10.90991394	11.01470912	188.2522208	211.9468517	4.49787325	1.627830735	11.42121475	62.22377399	4.200551178	74.88446025	39.73680232	114.2988324	186.6598446	318.2666874	590.1513494	13.31135925	70.77122418	11.21706903	27.5572753	1.46842496	-4.124902358	-1.568911007	2.714629063	-3.064300733	4.484827594	0.001793678	-0.008004492	-0.000239013	-0.007459754	-0.004853916	-0.08485308	0.042666089	0.001323067	-0.001009089	-0.000319936	-0.002207657	1.657124268	-5.364416272	0.089267098	0.00193683	-0.000781907	0.002881678
1.080329659	367.9935386	202.4390168	157.3218876	77.64879839	111.7670245	7.467227587	19.39779345	27.16992528	6.001916203	3.28995887	11.14791497	9.563527149	2.388931918	108.3368532	121.8192018	9.823878888	4.857898169	30.96498432	46.70225024	81.40617041	1613.107691	306.3490785	437.5018898	135.9017256	51.87431373	60.32231842	81.81344115	95.07039989	74.50446608	14.82291702	66.86431203	15.68321994	7.548340666	5.857289452	7.569367064	10.67031417	10.25272707	186.7357643	198.6055674	4.636927678	1.70959606	10.37762515	49.12449993	3.601409111	75.63753745	37.83772	111.8314818	182.3647957	310.7008173	588.5600742	12.8837828	72.80028355	11.16924246	27.57098824	1.468179028	-2.918462941	-1.729970557	1.40837904	-3.610490892	3.431691988	0.001872168	-0.007804423	-4.89516E-05	-0.007110204	0.00011108	0.001163968	0.04185182	0.002388895	0.001398415	0.002886906	-0.002360741	1.623114	-5.242545313	0.091755469	0.002044315	-0.001046955	0.001961175
1.09	379.5537631	206.0698061	158.9204631	72.92386586	107.5708918	7.527550527	19.21603809	26.89227146	5.920424236	3.267701086	10.59171383	9.192712596	2.370820503	129.85016	146.4642447	9.912239576	4.926589814	34.27993364	44.81559584	78.59467038	1686.984147	287.19074	430.7251724	138.0079194	52.23629755	52.5365388	71.794363	95.01776709	87.9734844	13.34331907	80.50116964	13.98658903	7.377913351	5.850260102	7.458539858	10.63805175	9.757733021	173.2909525	176.3812031	5.304987578	2.029900188	9.595836645	35.04178319	3.091398731	76.41964969	35.73599829	108.9151395	180.5099159	296.7347691	587.485454	12.28312376	76.93875226	11.23510619	27.7761209	1.321367653	-1.793814001	-1.186853639	-0.636834183	-3.858522607	1.948520156	0.001724273	-0.007646915	0.000369264	-0.006367307	-0.000362503	0.002233725	0.040268247	0.00128585	0.001269848	0.002449929	-0.002696482	1.577800728	-5.084857173	0.094748488	0.002232668	-0.000968033	0.002026895
1.098307205	391.6543338	207.7251167	156.9103623	68.36877996	109.8942977	7.965436447	19.34957092	26.76212934	5.933323378	3.273456189	10.0276461	8.771978654	2.352749144	163.2285088	179.744934	10.08946926	4.97752735	34.4090696	43.49890729	76.93185989	1727.456515	292.0331514	439.3246866	140.5723342	55.50137833	46.81595185	65.32428574	98.18712966	110.6505654	12.32180295	99.86760526	12.62799568	7.278150971	6.290985696	7.340106704	10.57075883	9.440104861	157.5585415	159.121044	5.985531129	2.459381127	9.402672642	26.58600567	2.910097227	77.19777443	34.84655497	106.8885026	180.4063424	290.0762657	590.7992102	12.0000764	81.04014927	11.24316542	27.64163238	1.237146906	-1.793658906	-0.937094599	-2.357476868	-3.547620226	1.238848784	0.002519807	-0.007912466	0.000225009	-0.007218674	-6.49848E-05	0.002110919	0.038527753	0.001609741	0.001480764	0.003083199	-0.003366282	1.541512185	-4.955293173	0.095880543	0.002128967	-0.000849443	0.002037971
1.105181601	403.1736371	210.8189439	154.4339363	64.52988672	107.4250698	8.464873808	19.6101629	28.41034072	5.959489342	3.288527765	9.570313822	8.441474002	2.351150007	198.4571298	213.3517393	10.25989868	5.024423663	33.0022721	43.47192814	76.21070418	1758.246847	300.1087378	449.5548844	137.8747029	59.07647433	42.7184234	61.2125043	123.5465924	120.6167392	11.57037529	111.5659023	11.63388184	7.203890476	6.459296143	7.252224123	10.52478113	9.196440344	148.6335351	148.8407824	6.77948417	2.961171657	9.533343205	21.71084059	2.976395537	77.82137454	35.28243992	105.5934972	178.9620436	286.0812788	590.7976722	11.94201044	83.21931212	11.26863922	27.45743139	1.115432711	-1.934166774	-0.529778679	-3.951145242	-3.119977839	0.816895149	0.003091127	-0.00832074	0.000312245	-0.005593633	-0.002224606	-0.018185313	0.037020227	0.001750382	0.001337867	0.003353192	-0.003654761	1.515134923	-4.861473183	0.095939608	0.002011981	-0.000920007	0.002080787
1.113176339	423.3707364	218.3802256	157.7204669	60.0867381	96.73404326	9.158372236	19.95066962	31.53074629	5.988036897	3.30951729	9.093610634	8.097842272	2.3519103	237.8210428	258.1169556	10.41119832	5.067764305	31.22941567	45.15010573	75.7476691	1796.365893	290.6262612	457.1687847	133.7480448	65.42454554	38.36533971	57.25911355	156.1056472	121.2754137	10.77875382	114.6017143	10.62787819	7.185275693	6.698111124	7.146013912	10.47288798	8.955325874	146.7347127	144.4085208	8.188405231	3.800091767	9.950495318	17.88067284	3.291088469	78.39854403	36.35508899	104.5581935	177.7801366	282.741815	592.7316492	11.87119368	85.24733852	11.22376749	27.18418089	0.945378682	-2.163718566	-0.140308094	-5.620328398	-2.603257226	0.501281804	0.0037467	-0.009009589	0.000352186	-0.004198119	-0.004193898	-0.037289192	0.035269189	0.00174839	0.001230364	0.003700095	-0.003754651	1.490049848	-4.771973287	0.094923744	0.001912705	-0.000963136	0.002231826
1.120586491	440.178619	226.5747529	159.3170746	56.190458	87.73175045	9.908456117	20.51379801	33.42106926	6.04404085	3.333615	8.713143864	7.837414611	2.37705981	268.4235968	300.6495654	10.54580644	5.08733385	29.73721889	48.14407091	76.24911995	1831.433165	283.2822813	458.3672063	126.0437308	71.50103784	35.15085854	54.82766344	188.2651823	114.7813164	10.13766954	111.65212	9.845353231	7.204239206	6.862046152	7.097341824	10.49561951	8.812580524	153.2509955	147.2232149	10.30073091	4.998676748	10.68288165	15.63255009	3.779446869	78.89119955	37.85394258	104.1722909	178.9400788	282.892617	594.9066559	12.00222531	87.31260178	11.28371782	26.82198534	0.772420189	-2.375377244	0.019626473	-6.79391919	-2.203615615	0.366241585	0.004375533	-0.009846556	0.000230184	-0.005006255	-0.003744461	-0.035488386	0.033706657	0.001617299	0.001398877	0.00417303	-0.00369947	1.473489713	-4.711918715	0.09276619	0.001909685	-0.000867906	0.002453478
1.130091841	472.2621619	243.2407544	164.7045577	51.8887418	118.5415129	10.84636012	21.30727801	33.58095877	6.078656476	3.355793134	8.265590007	7.56608526	2.437668132	299.2187616	329.5585401	10.63740146	5.087032773	27.98205054	50.23496735	77.49547234	1882.515267	294.1351193	451.0870378	118.0522737	78.9408217	31.85721493	53.56183916	202.4199524	125.1214884	9.260953044	109.32373	8.901535817	7.042412584	6.865303074	7.163463412	10.74456941	8.922497387	150.4857236	145.9844824	12.88260436	7.65881613	12.18022191	14.05354439	4.925502973	79.32851938	41.59514558	104.5795748	179.0492042	283.0264229	593.8162347	12.32089679	89.58646143	11.60667272	26.45596196	0.503027803	-2.357144464	0.584651541	-7.932373066	-1.921668078	0.175653133	0.004990834	-0.010891495	0.000630408	-0.008440066	0.000183707	0.002155865	0.032029844	0.001975147	0.001826296	0.004316942	-0.004254231	1.464035325	-4.672466254	0.087581396	0.002205934	-0.000890802	0.002097255
1.139568883	492.7219053	252.7395592	163.2571769	48.0973626	131.8548432	11.0804815	22.57253744	33.06169546	6.202177356	3.412104775	7.696179622	7.201731118	2.502005082	313.9633298	348.1457382	10.83185314	5.105937919	26.15222884	49.85093365	79.28433311	1959.146878	297.2859074	448.2336499	125.4837536	84.59702259	29.14688723	52.65498693	230.4834585	149.4299784	8.551603572	101.9537522	8.055087485	6.828835273	6.582147246	7.190915547	10.90726355	8.933698287	143.23108	142.6578071	13.30118318	9.486857849	14.2459886	13.66899129	6.48533769	79.51587557	46.45949105	105.8309162	181.3400586	292.9255906	600.0232348	12.87156997	91.29750304	11.89856001	25.64392712	0.030329934	-1.680317545	0.481536286	-7.900867446	-1.513198479	-1.176806484	0.005615208	-0.011661729	0.000213917	-0.009697849	0.000334669	0.001835596	0.031038903	0.001972739	-0.000669784	0.003823632	-0.005422425	1.468708922	-4.683908204	0.079313463	0.00169827	-0.001005772	0.00143814
1.147509166	510.2887036	265.3920448	161.8368917	45.30885457	131.2041186	11.50645954	23.71621679	34.16768276	6.267875517	3.451457807	7.297575899	6.97503053	2.578305881	328.8140834	365.6308034	10.94033269	5.113588073	24.73428447	48.77865835	81.316816	2026.34782	295.3337131	444.1422951	131.9845224	85.72473255	37.77558358	52.43195226	254.4823824	189.0098522	8.125957803	93.46265462	7.595842589	6.608646434	6.30079219	7.262702712	11.1310485	9.05815415	133.3339678	136.6344825	13.46390767	9.281841567	16.48501197	13.97382732	8.239472349	79.53524708	52.13320223	107.4819624	181.2633583	301.8871182	610.1777996	13.36038873	93.34024607	12.16944843	24.95563008	-0.491038369	-0.370743644	0.618062452	-7.373276821	-0.888553089	-2.768502158	0.005382267	-0.012511151	0.000867933	-0.00980032	0.000308327	0.001197308	0.030965963	0.002458841	-0.002216565	0.002432279	-0.00695116	1.486595586	-4.740419895	0.070339912	0.001845004	-0.000980153	0.002061373
1.154435843	527.0923904	273.9812645	159.9679883	43.19680601	132.2757208	11.80428143	24.98049872	35.10061152	6.347813388	3.49320986	6.970564018	6.798376835	2.672897788	345.5183981	382.5416043	11.0759183	5.135002039	23.56341778	47.75056955	83.56125907	2064.326993	303.8869721	436.5214616	133.9056012	85.94824581	47.71994542	57.18127399	283.6018701	219.9062317	9.356031657	86.04793179	7.845345302	6.38850683	6.049254752	7.361673363	11.37227193	9.205675024	126.4604451	131.8179527	13.47506196	9.049552466	19.76446466	14.54059438	9.9753367	79.31576658	57.28147786	109.3522962	182.499528	312.3380545	618.0724183	14.00486262	94.81644026	12.50715982	24.18726443	-1.042696634	1.050221481	0.739602143	-6.72811	-0.117269822	-4.431775192	0.005676949	-0.013507163	0.001067866	-0.010474972	7.28047E-05	0.00158142	0.031451625	0.0029812	-0.003456033	0.00108655	-0.009178075	1.511621396	-4.820953537	0.061495914	0.002140374	-0.001190782	0.002400799
1.161439105	541.2888979	279.3448594	159.0346474	41.31556616	142.3998844	12.04637072	26.52616396	35.27204253	6.429374173	3.542255468	6.677251855	6.653427318	2.795507503	362.1103942	400.4984134	11.22177902	5.237003	22.49962183	46.77402021	86.28332587	2084.161612	327.4909429	436.0503442	135.2482241	88.47377914	58.29476027	69.80418047	318.3098365	242.1798515	11.11028784	78.8059878	9.200910377	6.169009288	5.795965371	7.47034266	11.60744712	9.322364722	127.7966103	134.5186892	13.57215833	8.798286725	25.66902827	15.30876114	11.99598837	79.14930867	62.98998412	111.541052	185.8774164	323.9604059	624.6801248	14.94834378	95.28344	12.91437547	23.22133874	-1.643245382	2.681632418	0.755062351	-5.718124315	0.811208152	-6.238435093	0.006244336	-0.014575414	0.001141149	-0.011504819	-0.000175631	0.002293042	0.032369903	0.003509736	-0.004593503	-2.72236E-05	-0.011727079	1.543902387	-4.925790905	0.051967312	0.002419573	-0.001460333	0.00264287
1.168727108	545.5258924	286.4016415	148.1849604	39.62169669	159.8573207	12.5682921	28.31621816	35.63612849	6.507467854	3.589448604	6.387821458	6.513746305	2.932660367	366.251455	407.0844546	11.34110124	5.356152228	21.39762782	45.82285033	89.44214058	2114.796449	352.2410571	446.2793059	135.0146941	95.57312635	80.44910067	95.88604721	364.5058519	262.6690996	12.21176698	72.85327214	10.78448778	5.927614097	5.532638999	7.62018335	11.89952139	9.481734125	150.0748601	162.4179648	13.43496832	8.552322262	32.42199498	16.30884228	14.50813422	78.82831639	70.32489767	113.9353252	185.4361805	334.8660368	637.1781749	16.11329142	97.21079237	13.44103382	22.09443102	-2.23349799	4.611525133	0.358848838	-3.592980633	1.890804648	-8.046298268	0.006695105	-0.015374246	0.001660235	-0.012529913	-7.61616E-06	0.002142577	0.033876468	0.00389266	-0.005500337	-3.51006E-06	-0.013598875	1.585648883	-5.063112035	0.041776838	0.002315046	-0.001422406	0.003089014
1.174581159	546.313355	288.3926426	137.9823372	38.48339795	178.138355	12.58189517	29.74802396	35.64145538	6.54264571	3.614792643	6.208968457	6.454518211	3.063055426	360.8933032	402.7079517	11.41129854	5.449959378	20.55010909	45.0818975	92.45925982	2135.441559	362.0218645	456.8491498	137.0486002	99.00101045	92.19807869	120.9655178	394.1193633	281.9413799	13.47364477	69.31631187	12.09479637	5.701626958	5.323941315	7.814486052	12.26679891	9.751841522	169.0201593	187.0568939	13.47694611	8.405075452	38.44539048	17.2692544	17.02874798	78.21991197	75.82735965	116.0113622	188.2966025	341.8380481	649.1464137	17.09162238	100.4513818	13.99986959	21.19327887	-2.741571102	6.372487006	0.018729975	-1.463025119	2.677443577	-9.439354985	0.006623476	-0.015717305	0.00212193	-0.014075325	-1.18514E-05	0.002133276	0.035453055	0.004546696	-0.006236742	-0.000321908	-0.015528873	1.626944552	-5.19865039	0.033862594	0.002290906	-0.001479094	0.003173786
1.180086908	546.2190332	286.5140127	130.3106799	37.56268402	196.5626767	12.45157101	31.58673813	35.15321123	6.592245616	3.639950182	6.070670774	6.42847651	3.222555993	350.9269941	390.7820007	11.51022343	5.560816283	19.82180206	44.4673926	96.91290834	2165.959977	370.6293663	468.1042459	135.5397573	99.89593155	98.29119631	147.4217954	416.6357697	295.6454731	14.63494812	66.51253679	13.46281284	5.459062373	5.116659191	8.036111623	12.66350771	10.04719536	181.6143799	202.204743	13.24767802	8.266284632	43.71003839	18.3659393	19.96139691	77.70025757	80.95010622	118.140421	194.194264	352.6587806	656.2456401	18.49383052	103.2860358	14.6724274	20.28660504	-3.22723181	8.0841395	-0.303396134	0.647980802	3.393572438	-10.72684622	0.006446386	-0.015962937	0.002567557	-0.015717745	-6.43864E-05	0.002052829	0.03703423	0.005252959	-0.006929841	-0.000711135	-0.017459535	1.667731907	-5.332490214	0.026504903	0.002287844	-0.001555881	0.003182736
1.186891103	542.2414738	286.159059	120.6046022	39.16221155	221.3972975	12.50747754	34.42427271	34.34745907	6.647545234	3.675745399	5.910780236	6.386522159	3.412861691	338.4493091	376.5517819	11.62313707	5.711952859	19.05214078	43.79007979	102.7827491	2206.763076	387.6359877	479.7448388	131.904292	103.2598783	107.9589077	173.9396788	437.9698927	316.9701906	16.60115036	63.39896702	15.36503418	5.210767449	4.857577569	8.245665897	13.04538293	10.31392475	203.8827876	225.4007839	13.23295804	8.136192819	50.23448347	20.09485775	24.44297442	77.26711212	88.50202293	120.59804	194.0216088	368.4829745	675.6719106	20.74982745	107.1017284	15.42739249	18.9339024	-3.745999657	10.22877206	-0.434131798	3.045121549	4.073633958	-11.76024022	0.006506013	-0.016344708	0.003095898	-0.017769014	-0.001067684	-0.005817832	0.039190889	0.006172367	-0.00766457	-0.001314808	-0.020157178	1.711975831	-5.48024549	0.018552728	0.002593056	-0.001704561	0.003249023
